id_colaborador,id_departamento,id_cargo,salario,faixa_salarial,turnover,motivo_desligamento,faltas,absenteismo_pct,dias_afastamento,tipo_afastamento,horas_extras,banco_horas,sla_recrutamento,nota_desempenho,engajamento,horas_treinamento,promovido,ferias_pendentes
760,7,4,2029,Ate R$3.000,Não,,5,3.07,15,INSS,30,13,43,4.9,82,15,Não,1
761,7,9,10019,R$10.000-15.000,Não,,4,3.17,0,,42,-7,34,2.7,91,35,Não,3
762,7,4,2430,Ate R$3.000,Não,,2,2.69,5,Acidente,18,5,40,3.6,88,28,Não,4
763,8,1,5280,R$3.000-6.000,Não,,2,0.26,2,Licença Médica,33,33,34,3.3,79,10,Não,17
764,4,3,3758,R$3.000-6.000,Não,,2,3.0,0,,52,18,50,3.5,74,17,Não,27
765,8,1,6180,R$6.000-10.000,Não,,2,2.18,0,,49,14,26,2.8,73,11,Não,30
766,6,8,4435,R$3.000-6.000,Não,,1,2.81,15,Acidente,57,-13,59,2.8,51,5,Não,26
767,2,5,2809,Ate R$3.000,Não,,0,5.82,10,Acidente,36,31,24,3.4,72,3,Não,25
768,2,5,2657,Ate R$3.000,Não,,3,2.44,5,Acidente,37,14,10,3.4,64,23,Não,15
769,1,1,4654,R$3.000-6.000,Não,,2,2.61,10,Licença Médica,38,-19,44,3.7,77,19,Não,27
770,7,5,2673,Ate R$3.000,Não,,1,3.1,2,Licença Médica,32,1,26,2.2,86,19,Não,19
771,6,6,14491,R$10.000-15.000,Não,,0,1.8,0,,22,-10,55,3.0,72,17,Não,6
772,6,6,14202,R$10.000-15.000,Não,,2,3.86,0,,47,-12,55,3.2,75,1,Não,20
773,6,8,3494,R$3.000-6.000,Não,,3,2.86,0,,3,18,47,3.4,80,13,Não,22
774,1,1,5171,R$3.000-6.000,Não,,3,3.46,2,INSS,14,-5,19,4.1,95,19,Não,15
775,7,5,2243,Ate R$3.000,Não,,1,1.76,5,INSS,13,22,59,4.0,56,5,Não,0
776,2,9,7253,R$6.000-10.000,Não,,3,4.59,0,,30,13,41,3.3,73,5,Não,21
777,7,5,2738,Ate R$3.000,Não,,2,1.75,15,INSS,35,32,13,3.5,81,31,Não,18
778,7,4,1988,Ate R$3.000,Não,,2,4.43,10,INSS,40,-11,40,2.4,68,10,Não,24
779,1,1,5991,R$3.000-6.000,Não,,5,4.37,0,,44,28,37,1.9,79,36,Não,12
780,7,4,2531,Ate R$3.000,Não,,2,3.23,0,,27,-1,25,2.2,61,33,Não,13
781,10,1,5264,R$3.000-6.000,Não,,3,4.37,5,INSS,42,-1,25,1.9,53,4,Não,23
782,7,9,7410,R$6.000-10.000,Sim,Desligamento sem Justa Causa,1,3.72,5,Licença Médica,46,10,29,3.3,63,18,Não,1
783,6,6,11855,R$10.000-15.000,Não,,2,4.12,0,,53,12,52,2.8,74,6,Não,5
784,2,4,2062,Ate R$3.000,Não,,2,4.96,0,,50,28,45,2.6,100,6,Não,4
785,7,4,2578,Ate R$3.000,Não,,1,1.33,0,,13,25,56,3.4,94,16,Não,11
786,7,9,7358,R$6.000-10.000,Não,,4,0.21,2,Licença Médica,2,-5,60,3.3,83,12,Não,22
787,7,9,7088,R$6.000-10.000,Não,,2,2.38,10,Acidente,9,22,12,2.9,85,40,Não,7
788,6,6,13511,R$10.000-15.000,Não,,1,2.0,5,Acidente,0,27,36,4.3,53,14,Não,6
789,7,5,2201,Ate R$3.000,Não,,1,0.67,10,INSS,5,16,29,2.5,82,22,Não,9
790,2,4,2418,Ate R$3.000,Não,,1,1.55,0,,12,33,12,3.4,55,28,Não,9
791,7,9,9916,R$6.000-10.000,Não,,0,4.79,0,,33,-20,60,3.2,48,24,Não,30
792,6,8,4182,R$3.000-6.000,Não,,1,2.95,0,,4,37,46,2.8,53,31,Não,10
793,6,9,7917,R$6.000-10.000,Não,,0,1.65,0,,32,4,51,3.6,67,1,Não,6
794,6,6,14201,R$10.000-15.000,Não,,4,2.76,0,,1,21,34,3.0,68,2,Não,24
795,7,5,3013,R$3.000-6.000,Não,,3,1.03,0,,7,-19,18,3.2,84,4,Não,1
796,6,6,15950,Acima de R$15.000,Não,,2,-0.2,10,Acidente,25,40,29,3.0,73,32,Não,30
797,7,9,10834,R$10.000-15.000,Sim,Desligamento sem Justa Causa,3,1.84,0,,0,25,25,3.8,75,10,Não,24
798,7,9,8411,R$6.000-10.000,Não,,1,1.45,0,,13,-13,32,3.7,80,35,Não,2
799,10,9,8678,R$6.000-10.000,Não,,1,2.95,0,,17,-5,14,4.7,80,4,Não,19
800,6,9,10534,R$10.000-15.000,Não,,2,4.29,2,INSS,42,28,26,3.2,70,19,Não,24
801,2,9,9656,R$6.000-10.000,Não,,2,2.64,10,Acidente,56,32,20,2.5,70,25,Não,20
802,7,5,2712,Ate R$3.000,Não,,0,3.44,0,,16,-11,27,3.6,78,23,Não,0
803,6,9,9308,R$6.000-10.000,Não,,0,1.43,2,Acidente,15,1,45,4.1,81,37,Não,25
804,10,8,3671,R$3.000-6.000,Não,,2,3.53,0,,60,6,51,3.0,65,19,Não,15
805,4,3,3236,R$3.000-6.000,Não,,1,3.37,15,INSS,9,-3,28,2.8,59,37,Não,4
806,2,5,2901,Ate R$3.000,Não,,3,4.28,0,,33,-1,26,2.6,75,10,Não,12
807,6,8,2874,Ate R$3.000,Não,,4,2.84,2,Licença Médica,48,-8,35,3.3,79,15,Não,24
808,7,5,2458,Ate R$3.000,Não,,0,2.79,2,INSS,19,-6,16,3.6,61,14,Não,24
809,4,1,5330,R$3.000-6.000,Não,,1,3.28,0,,3,23,10,3.0,82,32,Não,2
810,6,8,3467,R$3.000-6.000,Não,,3,4.97,2,INSS,22,32,26,3.4,86,8,Não,30
811,2,4,2190,Ate R$3.000,Não,,2,3.97,2,Acidente,33,16,22,3.5,70,24,Não,26
812,2,5,2491,Ate R$3.000,Não,,2,1.66,15,Acidente,18,27,51,2.8,56,26,Não,9
813,6,6,13349,R$10.000-15.000,Não,,2,4.49,0,,41,14,58,4.3,63,32,Sim,18
814,7,4,1975,Ate R$3.000,Não,,2,0.91,5,INSS,11,-9,41,3.8,70,3,Não,8
815,10,8,3529,R$3.000-6.000,Não,,0,3.02,10,INSS,57,11,38,4.4,74,20,Sim,2
816,2,4,2518,Ate R$3.000,Não,,2,2.69,5,Acidente,1,3,37,4.5,83,23,Sim,14
817,6,8,3460,R$3.000-6.000,Não,,2,4.64,0,,21,-14,22,2.5,84,22,Não,20
818,7,4,1949,Ate R$3.000,Sim,Pedido de Demissão,3,3.03,0,,10,-13,60,3.2,85,0,Não,15
819,6,6,11224,R$10.000-15.000,Não,,3,3.36,5,Acidente,29,-18,32,3.8,78,25,Não,28
820,7,4,2306,Ate R$3.000,Não,,1,2.19,2,Acidente,35,29,33,3.2,77,18,Não,6
821,7,9,9163,R$6.000-10.000,Não,,1,4.2,0,,24,-9,33,3.2,70,39,Não,20
822,7,9,8116,R$6.000-10.000,Não,,3,2.94,0,,22,38,33,3.3,44,1,Não,26
823,6,8,3674,R$3.000-6.000,Não,,5,3.66,10,Acidente,54,16,49,3.6,88,3,Não,14
824,1,1,6231,R$6.000-10.000,Não,,2,3.24,15,Licença Médica,20,27,36,3.6,57,35,Não,0
825,9,2,7318,R$6.000-10.000,Não,,3,3.28,2,Licença Médica,19,16,25,3.5,73,20,Não,23
826,10,8,2945,Ate R$3.000,Não,,0,1.63,0,,8,38,43,3.5,77,18,Não,29
827,2,5,2480,Ate R$3.000,Não,,3,3.84,0,,26,0,17,3.2,91,6,Não,8
828,3,7,18675,Acima de R$15.000,Não,,2,2.61,2,Licença Médica,29,10,26,3.7,74,2,Não,25
829,6,9,9949,R$6.000-10.000,Não,,1,4.27,5,Licença Médica,28,25,47,4.1,78,32,Não,17
830,1,9,8127,R$6.000-10.000,Sim,Fim de Contrato,1,1.73,2,Acidente,14,37,45,3.2,61,27,Não,3
831,2,5,2921,Ate R$3.000,Não,,1,3.4,0,,24,39,30,3.0,68,37,Não,10
832,10,8,3467,R$3.000-6.000,Não,,1,2.6,15,Licença Médica,20,-8,43,2.6,67,28,Não,8
833,7,4,2278,Ate R$3.000,Não,,3,3.76,2,Acidente,32,8,42,3.7,69,23,Não,24
834,7,4,2222,Ate R$3.000,Não,,1,1.09,0,,10,18,19,3.5,71,9,Não,19
835,7,4,2185,Ate R$3.000,Sim,Fim de Contrato,4,2.23,5,INSS,1,-11,54,4.2,65,30,Não,24
836,2,5,2517,Ate R$3.000,Não,,2,1.64,0,,21,24,38,4.0,63,23,Não,26
837,3,7,22158,Acima de R$15.000,Não,,4,3.93,0,,19,40,23,3.8,60,24,Não,10
838,1,9,7896,R$6.000-10.000,Não,,0,3.61,10,Acidente,39,36,22,3.4,76,36,Não,13
839,6,6,14576,R$10.000-15.000,Não,,0,4.01,15,Licença Médica,56,9,41,2.6,86,35,Não,12
840,7,9,7743,R$6.000-10.000,Não,,1,2.65,2,INSS,17,-1,41,3.8,61,34,Não,12
841,4,6,15972,Acima de R$15.000,Não,,2,2.77,2,Licença Médica,51,7,26,3.2,68,8,Não,20
842,1,1,6892,R$6.000-10.000,Sim,Fim de Contrato,1,3.56,0,,19,32,54,3.9,73,20,Não,27
843,2,5,2731,Ate R$3.000,Não,,3,1.51,2,Acidente,3,4,43,3.6,76,8,Não,8
844,2,9,7044,R$6.000-10.000,Não,,1,3.32,10,Acidente,8,24,54,3.3,100,23,Não,23
845,2,4,1970,Ate R$3.000,Não,,4,5.22,15,Licença Médica,17,-8,45,3.4,62,16,Não,14
846,1,9,8824,R$6.000-10.000,Não,,1,4.36,2,Licença Médica,19,-7,24,2.8,80,32,Não,9
847,7,9,10255,R$10.000-15.000,Não,,3,3.85,0,,52,18,12,4.2,61,9,Não,2
848,7,5,2923,Ate R$3.000,Não,,3,1.08,0,,32,8,55,3.5,80,27,Não,29
849,6,9,10831,R$10.000-15.000,Não,,1,2.32,5,Acidente,24,23,24,4.4,58,15,Sim,12
850,8,6,13870,R$10.000-15.000,Não,,2,0.95,15,INSS,7,29,38,4.0,93,35,Não,26
851,1,1,6833,R$6.000-10.000,Não,,3,3.3,0,,46,-18,45,3.2,71,25,Não,28
852,4,1,6099,R$6.000-10.000,Não,,6,2.23,2,INSS,9,9,29,4.3,67,1,Não,17
853,7,4,2033,Ate R$3.000,Não,,4,2.13,10,Licença Médica,47,25,38,3.3,77,34,Não,26
854,5,7,21614,Acima de R$15.000,Sim,Fim de Contrato,3,2.35,2,Acidente,0,-10,16,3.6,81,27,Não,24
855,1,9,9659,R$6.000-10.000,Não,,2,3.57,2,Licença Médica,32,33,14,3.2,72,8,Não,1
856,2,9,8873,R$6.000-10.000,Não,,2,1.25,2,Licença Médica,16,29,31,3.1,70,34,Não,16
857,1,3,4100,R$3.000-6.000,Não,,2,5.06,2,Acidente,52,12,21,2.7,73,34,Não,1
858,2,5,2255,Ate R$3.000,Não,,1,4.07,0,,55,37,11,2.5,75,11,Não,20
859,2,5,3109,R$3.000-6.000,Não,,3,1.92,0,,40,4,30,3.0,79,11,Não,21
860,1,3,2807,Ate R$3.000,Não,,2,3.77,0,,47,-2,60,3.7,90,35,Não,1
861,1,3,3371,R$3.000-6.000,Não,,3,3.82,0,,31,-14,32,2.2,59,22,Não,13
862,10,9,7640,R$6.000-10.000,Não,,5,2.1,10,INSS,23,-20,34,2.9,52,25,Não,2
863,1,9,10129,R$10.000-15.000,Não,,1,2.86,0,,41,6,18,2.2,88,37,Não,14
864,7,9,9949,R$6.000-10.000,Não,,1,3.58,15,Licença Médica,38,33,58,3.0,65,27,Não,5
865,2,9,7983,R$6.000-10.000,Não,,4,4.0,0,,38,16,54,4.2,85,13,Não,10
866,1,3,3247,R$3.000-6.000,Não,,2,3.01,15,INSS,22,-8,16,2.9,85,31,Não,22
867,10,1,5184,R$3.000-6.000,Sim,Pedido de Demissão,2,4.62,15,Licença Médica,36,27,36,3.3,87,36,Não,27
868,6,9,10347,R$10.000-15.000,Não,,4,1.25,5,Licença Médica,13,31,13,3.3,81,36,Não,9
869,10,8,4076,R$3.000-6.000,Não,,0,4.21,0,,41,6,37,2.9,86,30,Não,14
870,1,1,6403,R$6.000-10.000,Não,,1,1.81,0,,29,30,35,3.1,50,13,Não,17
871,10,8,4279,R$3.000-6.000,Não,,2,4.96,0,,60,39,20,3.3,63,21,Não,19
872,9,1,6305,R$6.000-10.000,Não,,2,1.72,5,INSS,11,-14,20,4.3,68,13,Não,9
873,7,9,9464,R$6.000-10.000,Não,,3,3.7,2,Acidente,28,28,32,3.2,88,14,Não,28
874,7,5,2373,Ate R$3.000,Não,,4,4.86,15,Acidente,8,-13,16,2.4,72,16,Não,21
875,2,4,2192,Ate R$3.000,Não,,1,3.23,0,,26,26,13,4.1,80,3,Não,29
876,7,9,7847,R$6.000-10.000,Sim,Pedido de Demissão,3,3.57,15,INSS,26,13,28,3.2,75,32,Não,3
877,1,9,9859,R$6.000-10.000,Não,,4,2.94,2,Acidente,48,32,38,2.5,86,22,Não,12
878,8,6,11582,R$10.000-15.000,Não,,5,2.57,0,,59,32,55,2.9,63,15,Não,23
879,2,9,8707,R$6.000-10.000,Não,,5,2.13,0,,47,34,26,2.5,59,10,Não,26
880,10,8,3146,R$3.000-6.000,Não,,5,0.29,10,Acidente,7,13,16,3.1,69,16,Não,12
881,7,9,9846,R$6.000-10.000,Não,,2,2.95,2,INSS,46,35,36,3.0,76,1,Não,9
882,5,1,6667,R$6.000-10.000,Não,,2,3.32,2,Acidente,46,39,45,2.7,54,7,Não,11
883,10,8,3172,R$3.000-6.000,Não,,5,4.05,15,Acidente,48,-9,11,2.8,76,11,Não,26
884,2,4,2440,Ate R$3.000,Não,,0,2.11,15,Licença Médica,12,13,52,2.4,52,21,Não,4
885,1,3,3143,R$3.000-6.000,Não,,1,1.06,2,INSS,11,36,16,3.5,74,32,Não,6
886,7,4,2477,Ate R$3.000,Não,,2,2.51,2,INSS,15,12,18,3.9,73,12,Não,27
887,7,5,2236,Ate R$3.000,Não,,1,5.09,0,,57,16,34,3.9,78,7,Não,1
888,7,5,2736,Ate R$3.000,Não,,1,5.2,2,Acidente,46,26,23,3.8,59,28,Não,29
889,6,6,11693,R$10.000-15.000,Não,,3,4.52,0,,57,40,13,2.9,63,34,Não,8
890,6,6,15324,Acima de R$15.000,Não,,0,4.17,0,,60,38,20,2.7,78,7,Não,25
891,7,9,8509,R$6.000-10.000,Não,,1,2.94,10,Acidente,17,5,57,3.6,86,4,Não,15
892,10,1,5294,R$3.000-6.000,Não,,2,2.61,5,INSS,33,17,55,3.4,87,24,Não,7
893,7,9,10615,R$10.000-15.000,Não,,2,2.69,2,INSS,15,24,17,3.9,86,31,Não,15
894,7,4,2413,Ate R$3.000,Não,,1,1.44,0,,28,-15,20,3.2,76,2,Não,30
895,2,9,8758,R$6.000-10.000,Não,,1,4.11,10,Licença Médica,59,3,14,3.5,85,33,Não,22
896,10,1,6857,R$6.000-10.000,Não,,3,4.03,0,,15,2,35,3.1,59,36,Não,19
897,3,1,6961,R$6.000-10.000,Não,,1,1.15,5,INSS,11,-3,31,3.0,58,21,Não,27
898,2,9,8079,R$6.000-10.000,Não,,3,3.04,15,Licença Médica,35,31,23,2.9,71,31,Não,4
899,10,9,7141,R$6.000-10.000,Não,,1,3.4,10,Acidente,35,34,54,2.3,62,34,Não,4
900,2,4,2180,Ate R$3.000,Não,,1,3.39,2,Licença Médica,54,-16,55,2.4,82,16,Não,11
901,10,1,4565,R$3.000-6.000,Não,,0,0.44,15,Acidente,20,8,34,2.8,57,30,Não,1
902,7,5,2635,Ate R$3.000,Não,,1,3.19,10,Acidente,28,17,57,3.8,70,17,Não,18
903,6,8,3883,R$3.000-6.000,Não,,1,1.72,2,Licença Médica,34,8,59,3.5,70,30,Não,4
904,2,9,7845,R$6.000-10.000,Não,,3,2.89,0,,53,-10,46,2.3,74,13,Não,18
905,7,9,7338,R$6.000-10.000,Não,,2,3.96,15,Licença Médica,6,-10,19,3.7,67,27,Não,6
906,1,3,3322,R$3.000-6.000,Não,,2,2.58,0,,41,20,12,3.4,48,33,Não,17
907,2,5,2213,Ate R$3.000,Não,,3,1.83,0,,14,-18,52,3.9,70,6,Não,8
908,8,7,17240,Acima de R$15.000,Não,,1,2.52,10,Acidente,54,-20,34,2.7,68,25,Não,10
909,6,6,15909,Acima de R$15.000,Não,,2,4.89,0,,54,27,13,2.6,84,3,Não,3
910,2,5,2870,Ate R$3.000,Não,,2,1.71,0,,18,5,16,3.6,100,36,Não,7
911,6,9,9073,R$6.000-10.000,Não,,3,4.0,0,,49,39,33,3.7,71,16,Não,12
912,6,6,14638,R$10.000-15.000,Não,,1,2.96,10,INSS,32,-2,23,3.1,62,2,Não,22
913,7,9,10931,R$10.000-15.000,Sim,Pedido de Demissão,2,2.26,5,Acidente,39,40,50,2.8,60,40,Não,18
914,6,9,8574,R$6.000-10.000,Não,,9,2.1,10,INSS,29,-5,60,3.3,73,15,Não,17
915,10,1,4886,R$3.000-6.000,Não,,3,4.69,5,Acidente,47,32,16,2.3,79,22,Não,5
916,7,5,2374,Ate R$3.000,Não,,0,1.44,2,INSS,15,33,44,2.5,93,22,Não,17
917,2,4,2170,Ate R$3.000,Não,,3,2.38,10,INSS,1,-16,24,3.7,74,35,Não,4
918,2,9,9803,R$6.000-10.000,Sim,Desligamento sem Justa Causa,1,0.75,5,INSS,7,-3,19,4.1,68,14,Não,9
919,2,5,2677,Ate R$3.000,Não,,2,0.87,0,,15,36,52,3.8,82,30,Não,9
920,5,1,6936,R$6.000-10.000,Não,,1,2.58,0,,13,35,22,3.0,73,20,Não,12
921,6,6,14199,R$10.000-15.000,Não,,3,2.16,10,INSS,46,13,48,4.0,67,6,Não,9
922,4,6,15560,Acima de R$15.000,Não,,4,5.36,2,Licença Médica,49,5,20,2.9,80,19,Não,21
923,6,6,11883,R$10.000-15.000,Não,,0,4.44,5,Acidente,55,30,21,3.8,89,36,Não,4
924,2,5,2718,Ate R$3.000,Não,,2,2.52,0,,8,-2,30,3.8,50,34,Não,14
925,2,4,2498,Ate R$3.000,Não,,3,4.32,2,Acidente,48,25,40,3.5,56,30,Não,20
926,5,7,18858,Acima de R$15.000,Não,,1,2.54,0,,29,-10,15,4.7,88,22,Não,8
927,2,5,2646,Ate R$3.000,Não,,2,2.45,0,,43,12,18,2.6,92,29,Não,17
928,1,1,6809,R$6.000-10.000,Não,,1,3.23,0,,30,15,15,3.9,82,5,Não,12
929,7,9,9373,R$6.000-10.000,Não,,1,2.1,10,Acidente,8,31,51,3.4,50,24,Não,30
930,7,5,3071,R$3.000-6.000,Sim,Fim de Contrato,3,3.14,2,Acidente,10,7,55,3.2,73,35,Não,3
931,10,9,8946,R$6.000-10.000,Não,,0,2.82,0,,45,-9,40,1.8,74,36,Não,20
932,6,9,10601,R$10.000-15.000,Não,,1,1.07,0,,57,-5,26,2.8,75,23,Não,1
933,9,7,23900,Acima de R$15.000,Não,,0,5.39,2,Licença Médica,50,5,46,4.0,84,3,Não,0
934,4,3,3678,R$3.000-6.000,Não,,3,3.71,0,,3,-5,53,3.3,61,1,Não,22
935,7,5,2471,Ate R$3.000,Não,,1,4.22,10,INSS,53,-12,39,2.5,74,12,Não,15
936,10,1,5646,R$3.000-6.000,Não,,1,4.56,0,,56,6,59,2.9,65,35,Não,29
937,7,4,2206,Ate R$3.000,Não,,3,5.68,5,Acidente,32,0,16,2.8,70,26,Não,11
938,6,9,7623,R$6.000-10.000,Não,,5,4.45,15,Licença Médica,22,24,23,3.4,55,28,Não,2
939,10,9,10561,R$10.000-15.000,Não,,2,3.55,0,,58,-7,58,3.5,90,16,Não,20
940,9,1,4685,R$3.000-6.000,Não,,4,2.77,5,INSS,14,19,13,3.2,81,22,Não,2
941,1,3,4067,R$3.000-6.000,Não,,0,4.25,0,,36,3,51,3.5,74,18,Não,5
942,7,9,9670,R$6.000-10.000,Não,,1,3.97,5,Licença Médica,53,17,49,4.1,64,24,Não,2
943,2,9,10097,R$10.000-15.000,Não,,2,4.44,0,,0,-9,40,3.7,83,10,Não,4
944,2,4,2478,Ate R$3.000,Não,,0,2.91,2,INSS,21,1,55,4.1,65,12,Não,15
945,9,7,21012,Acima de R$15.000,Não,,0,2.96,5,INSS,44,7,31,2.2,43,21,Não,1
946,2,5,2364,Ate R$3.000,Não,,3,0.38,10,INSS,12,-11,18,3.6,77,12,Não,16
947,2,4,2271,Ate R$3.000,Não,,5,1.7,0,,36,5,23,3.2,88,11,Não,19
948,5,1,6463,R$6.000-10.000,Não,,1,1.61,15,INSS,48,27,24,3.5,88,26,Não,15
949,6,9,7291,R$6.000-10.000,Não,,2,3.11,15,INSS,24,-1,17,3.7,82,1,Não,4
950,6,8,3138,R$3.000-6.000,Não,,3,3.17,10,INSS,9,13,18,3.1,55,33,Não,17
951,7,4,2463,Ate R$3.000,Não,,2,3.1,0,,5,12,37,3.6,68,19,Não,8
952,6,8,3187,R$3.000-6.000,Não,,3,3.43,5,INSS,16,31,41,3.0,72,20,Não,3
953,7,9,8532,R$6.000-10.000,Não,,6,3.29,2,Acidente,21,-18,36,3.9,73,18,Não,10
954,2,4,2239,Ate R$3.000,Não,,0,2.47,2,INSS,6,35,49,4.4,78,28,Não,24
955,2,5,3023,R$3.000-6.000,Não,,3,1.59,5,Acidente,24,5,42,3.1,81,26,Não,23
956,7,5,2254,Ate R$3.000,Não,,1,2.84,5,INSS,56,24,51,2.9,75,31,Não,13
957,2,5,3029,R$3.000-6.000,Não,,2,5.75,0,,50,13,37,3.4,61,35,Não,12
958,2,9,8042,R$6.000-10.000,Não,,1,3.4,10,INSS,59,3,50,1.9,82,1,Não,15
959,7,4,2596,Ate R$3.000,Não,,2,4.91,0,,34,37,13,3.8,63,4,Não,6
960,7,4,1954,Ate R$3.000,Não,,0,0.3,15,Licença Médica,1,18,24,3.5,60,1,Não,28
961,2,9,10388,R$10.000-15.000,Não,,0,1.96,5,Licença Médica,26,35,49,2.8,54,20,Não,15
962,6,9,10014,R$10.000-15.000,Não,,1,3.0,15,Acidente,7,-7,20,2.7,81,34,Não,16
963,7,9,10355,R$10.000-15.000,Não,,1,6.48,15,INSS,54,31,35,2.8,66,36,Não,14
964,7,4,2182,Ate R$3.000,Não,,2,1.87,15,INSS,19,-20,44,3.9,88,2,Não,21
965,6,8,3150,R$3.000-6.000,Sim,Fim de Contrato,3,1.24,0,,17,15,28,3.6,58,1,Não,1
966,6,8,3505,R$3.000-6.000,Não,,0,1.71,0,,41,23,38,3.4,71,27,Não,15
967,10,1,4854,R$3.000-6.000,Não,,3,4.41,0,,60,-18,16,3.4,83,13,Não,14
968,7,9,9459,R$6.000-10.000,Não,,1,1.18,5,INSS,18,-3,23,3.8,74,26,Não,8
969,7,5,2704,Ate R$3.000,Não,,5,0.96,5,Licença Médica,22,-17,48,4.6,82,33,Não,20
970,8,3,3240,R$3.000-6.000,Não,,0,0.86,0,,6,40,20,3.0,62,33,Não,28
971,3,3,4048,R$3.000-6.000,Não,,2,2.64,10,Acidente,10,37,46,3.1,61,13,Não,28
972,8,3,3815,R$3.000-6.000,Sim,Desligamento sem Justa Causa,3,4.36,15,Acidente,40,-10,13,3.0,63,25,Não,13
973,6,8,4434,R$3.000-6.000,Não,,6,3.0,5,INSS,31,-9,45,3.8,82,15,Não,25
974,6,9,8037,R$6.000-10.000,Não,,1,3.06,5,INSS,30,-8,30,2.9,50,32,Não,7
975,7,9,8683,R$6.000-10.000,Não,,2,2.92,5,INSS,60,36,28,2.6,77,9,Não,18
976,6,8,3000,R$3.000-6.000,Não,,3,3.27,0,,29,-18,22,3.0,86,40,Não,29
977,2,9,9544,R$6.000-10.000,Não,,1,2.56,0,,7,33,54,3.5,65,22,Não,30
978,7,4,2186,Ate R$3.000,Não,,1,4.45,10,Licença Médica,57,-5,48,2.7,78,24,Não,29
979,6,9,10470,R$10.000-15.000,Não,,5,4.46,15,INSS,53,-4,38,2.9,47,3,Não,8
980,7,9,10792,R$10.000-15.000,Sim,Fim de Contrato,4,1.9,5,INSS,11,35,18,3.4,75,26,Não,15
981,6,9,9768,R$6.000-10.000,Não,,1,3.87,0,,14,38,47,2.8,82,14,Não,10
982,4,6,11137,R$10.000-15.000,Não,,4,2.81,2,Licença Médica,40,16,30,4.7,73,32,Sim,1
983,2,9,8511,R$6.000-10.000,Não,,2,0.31,0,,0,26,43,3.8,79,19,Não,3
984,1,3,3318,R$3.000-6.000,Não,,3,2.68,0,,46,-6,38,2.5,93,39,Não,15
985,1,1,5515,R$3.000-6.000,Não,,8,1.85,0,,1,5,13,4.2,81,25,Não,5
986,2,5,2758,Ate R$3.000,Não,,1,5.78,0,,56,20,21,2.5,79,4,Não,0
987,7,4,2565,Ate R$3.000,Não,,2,5.05,0,,60,28,40,3.0,78,36,Não,28
988,5,7,18935,Acima de R$15.000,Não,,0,2.47,0,,13,6,34,3.4,82,21,Não,10
989,7,4,2060,Ate R$3.000,Não,,0,2.15,0,,43,3,49,3.5,87,29,Não,27
990,2,4,2170,Ate R$3.000,Não,,1,3.3,5,Licença Médica,23,33,27,2.7,77,39,Não,30
991,7,5,2716,Ate R$3.000,Não,,1,3.28,2,Licença Médica,24,8,50,3.6,80,19,Não,2
992,6,8,4019,R$3.000-6.000,Não,,2,2.34,2,Licença Médica,4,32,31,3.5,78,36,Não,14
993,7,4,1924,Ate R$3.000,Não,,3,1.12,0,,5,16,57,4.1,86,6,Não,11
994,9,2,8128,R$6.000-10.000,Não,,5,3.25,10,Licença Médica,43,-20,39,1.6,60,3,Não,22
995,6,9,10040,R$10.000-15.000,Não,,4,1.57,0,,0,14,32,3.2,75,16,Não,14
996,10,9,10903,R$10.000-15.000,Não,,2,2.66,0,,60,-4,45,4.0,74,19,Não,8
997,3,1,6015,R$6.000-10.000,Não,,3,5.09,0,,22,-17,39,4.0,76,4,Não,15
998,7,4,2467,Ate R$3.000,Não,,1,3.95,5,Licença Médica,43,21,33,2.7,58,36,Não,19
999,2,4,2076,Ate R$3.000,Não,,3,3.16,15,Acidente,26,2,48,3.0,83,24,Não,23
1000,6,8,3560,R$3.000-6.000,Não,,2,2.48,0,,11,2,41,2.9,68,16,Não,10
